,Unnamed: 0,Temp at Recording,Dew Point / Frost Point,Wet Bulb Temp,Surface Temperature,Temperature Range,Temp Max,Temp Min,Specific Humidity,Relative Humidity,Precipitation,Date,Matched_Street,Pavement_rating,Miles,Shape__Length,SentimentScore,SeverityLevel,Potholes_Count,Rating,Minutes_to_closed
641,641,2.62,-0.85,0.89,3.57,5.03,5.03,0.0,3.66,78.88,1.27,2022-04-27,PLEASANT,8.666666666666668,0.9165231143977036,2019.515212678334,0.0,medium,1.0,2.0,14670.0
642,642,2.62,-0.85,0.89,3.57,5.03,5.03,0.0,3.66,78.88,1.27,2022-04-27,SALINA,8.331006979062812,6.327888030914148,13957.919468154423,0.0,medium,1.0,2.0,14670.0
643,643,2.62,-0.85,0.89,3.57,5.03,5.03,0.0,3.66,78.88,1.27,2022-04-27,SENECA,7.485714285714286,3.0765925201051028,6771.336446029153,0.0,medium,1.0,2.0,14670.0
644,644,2.62,-0.85,0.89,3.57,5.03,5.03,0.0,3.66,78.88,1.27,2022-04-27,WENDELL,7.2,0.558602421563044,1233.185107972916,0.0,medium,1.0,2.0,14670.0
645,645,2.51,-3.18,-0.34,3.34,8.9,7.09,-1.81,3.05,68.88,0.02,2022-04-28,MIDLAND,7.71875,2.792385648100165,6159.415991391748,0.5473,low,1.0,2.0,0.0
646,646,3.79,-1.98,0.9,4.03,12.64,10.08,-2.56,3.3,69.19,0.0,2022-04-29,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
647,647,6.98,-0.73,3.12,5.97,13.56,13.51,-0.05,3.66,61.0,0.0,2022-04-30,BURNET,6.771428571428571,3.256814994019884,7165.779314139855,0.0,medium,1.0,2.0,6505.0
648,648,10.3,5.05,7.67,10.44,17.36,17.78,0.42,5.68,73.31,0.19,2022-05-01,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
649,649,11.73,10.26,10.99,11.57,6.25,15.25,9.0,7.93,90.94,4.75,2022-05-02,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
650,650,12.35,9.58,10.97,11.98,12.23,17.45,5.23,7.63,84.31,2.09,2022-05-03,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
651,651,11.46,10.19,10.82,11.69,8.61,15.66,7.05,7.87,91.31,8.85,2022-05-04,FAYETTE,7.603395061728396,6.923820204684591,15237.007556830584,0.0,medium,1.0,3.0,19954.0
652,652,10.68,4.98,7.83,10.58,10.84,16.26,5.42,5.49,71.19,0.14,2022-05-05,FAYETTE,7.603395061728396,6.923820204684591,15237.007556830584,0.0,medium,1.0,2.0,2533.0
653,653,10.44,7.49,8.97,10.68,8.43,14.95,6.52,6.59,82.94,0.06,2022-05-06,WATER,3.666666666666667,1.5864714078035311,3489.542990647504,0.0,medium,1.0,2.0,1603.0
654,654,9.9,3.49,6.69,10.25,11.16,15.78,4.62,5.0,68.5,0.0,2022-05-07,MIDLAND,7.71875,2.792385648100165,6159.415991391748,0.0,medium,1.0,2.0,7219.0
655,655,9.9,3.49,6.69,10.25,11.16,15.78,4.62,5.0,68.5,0.0,2022-05-07,TEALL,8.235294117647058,1.561044711708741,3446.472484473938,-0.0469,medium,1.0,2.0,2929.0
656,656,9.52,2.61,6.07,9.91,16.44,17.43,0.99,4.7,67.44,0.0,2022-05-08,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
657,657,12.35,5.08,8.72,12.59,17.73,20.63,2.9,5.62,66.25,0.0,2022-05-09,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
658,658,13.31,6.23,9.77,13.54,16.8,21.12,4.33,6.1,67.19,0.0,2022-05-10,COLVIN,7.057516339869281,3.185104443616476,7004.403234072845,0.3182,low,1.0,2.0,41469.0
659,659,13.31,6.23,9.77,13.54,16.8,21.12,4.33,6.1,67.19,0.0,2022-05-10,HIAWATHA,7.518518518518519,2.372422600011997,5231.711903935504,-0.4404,medium,1.0,2.0,810.0
660,660,13.31,6.23,9.77,13.54,16.8,21.12,4.33,6.1,67.19,0.0,2022-05-10,TEALL,8.235294117647058,1.561044711708741,3446.472484473938,0.0,medium,1.0,2.0,2601.0
661,661,17.51,6.01,11.76,16.16,20.42,27.75,7.33,5.92,53.12,0.0,2022-05-11,HIAWATHA,7.518518518518519,2.372422600011997,5231.711903935504,0.0,medium,1.0,2.0,1180.0
662,662,17.51,6.01,11.76,16.16,20.42,27.75,7.33,5.92,53.12,0.0,2022-05-11,OSTRANDER,7.6,0.725992259617217,1595.937338776519,0.0,medium,1.0,2.0,8142.0
663,663,19.26,10.66,14.97,18.41,17.96,27.65,9.69,8.36,61.19,0.0,2022-05-12,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
664,664,21.39,17.15,19.26,21.4,12.33,27.44,15.12,12.33,79.12,0.06,2022-05-13,CLINTON,6.9125,2.047399297658828,4516.955062419473,-0.4723,medium,1.0,2.0,6967.0
665,665,21.39,17.15,19.26,21.4,12.33,27.44,15.12,12.33,79.12,0.06,2022-05-13,OSTRANDER,7.6,0.725992259617217,1595.937338776519,0.0,medium,1.0,2.0,5393.0
666,666,21.24,17.52,19.38,21.34,9.8,26.92,17.12,12.7,81.62,1.24,2022-05-14,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
667,667,20.23,16.8,18.51,20.33,9.59,25.5,15.92,12.21,82.38,1.93,2022-05-15,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
668,668,15.86,14.12,14.99,16.36,11.73,21.84,10.11,10.5,89.56,14.32,2022-05-16,COLVIN,7.057516339869281,3.185104443616476,7004.403234072845,0.0,medium,1.0,3.0,75311.0
669,669,12.37,7.38,9.87,13.15,7.0,15.91,8.92,6.53,73.38,0.23,2022-05-17,COLVIN,7.057516339869281,3.185104443616476,7004.403234072845,0.0,medium,1.0,2.0,1106.0
670,670,12.37,7.38,9.87,13.15,7.0,15.91,8.92,6.53,73.38,0.23,2022-05-17,PARK,6.842376775271512,6.694097972986001,14743.72957482315,0.0,medium,1.0,2.0,2424.0
671,671,11.44,4.05,7.74,12.14,10.07,15.72,5.65,5.31,65.44,0.96,2022-05-18,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
672,672,13.09,10.82,11.95,13.3,8.68,17.83,9.15,8.3,86.62,4.89,2022-05-19,CORTLAND,6.916666666666667,0.9306782650987464,2050.661497053933,0.1806,low,2.0,2.5,14592.5
673,673,13.09,10.82,11.95,13.3,8.68,17.83,9.15,8.3,86.62,4.89,2022-05-19,FAYETTE,7.603395061728396,6.923820204684591,15237.007556830584,0.0,medium,1.0,2.0,9747.0
674,674,13.09,10.82,11.95,13.3,8.68,17.83,9.15,8.3,86.62,4.89,2022-05-19,HIAWATHA,7.518518518518519,2.372422600011997,5231.711903935504,0.0,medium,1.0,2.0,151.0
675,675,13.09,10.82,11.95,13.3,8.68,17.83,9.15,8.3,86.62,4.89,2022-05-19,ROBERTS,7.6,0.7437524307079529,1640.653610298836,0.0,medium,1.0,2.0,2626.0
676,676,19.01,15.75,17.37,19.2,13.91,24.95,11.05,11.66,82.69,0.57,2022-05-20,GENESEE,5.346320346320346,6.7027452815396185,14746.96301093248,0.0,medium,2.0,2.0,3999.0
677,677,23.26,20.51,21.89,23.05,8.88,27.69,18.82,15.44,85.31,1.66,2022-05-21,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
678,678,17.97,15.5,16.73,18.29,17.35,26.85,9.5,11.47,86.81,4.06,2022-05-22,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
679,679,12.26,7.46,9.87,13.09,8.81,16.95,8.14,6.47,75.31,0.03,2022-05-23,FAYETTE,7.603395061728396,6.923820204684591,15237.007556830584,-0.2732,medium,1.0,3.0,4126.0
680,680,15.6,8.8,12.19,15.68,14.54,22.17,7.63,7.14,67.12,0.0,2022-05-24,BELLEVUE,8.541666666666666,2.097107190604466,4612.341184975455,-0.2732,medium,1.0,3.0,21512.0
681,681,17.98,13.23,15.61,18.24,10.5,22.91,12.42,9.52,75.69,0.03,2022-05-25,GENESEE,5.346320346320346,6.7027452815396185,14746.96301093248,0.0,medium,1.0,2.0,9806.0
682,682,18.78,13.27,16.02,19.11,9.93,23.66,13.73,9.83,71.38,0.4,2022-05-26,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
683,683,19.37,18.08,18.72,19.51,6.03,21.92,15.89,13.24,92.44,21.59,2022-05-27,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
684,684,16.09,13.57,14.83,16.33,7.48,19.62,12.14,9.89,85.75,3.06,2022-05-28,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
685,685,18.56,11.88,15.22,18.4,15.05,25.42,10.37,8.79,68.62,0.01,2022-05-29,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
686,686,21.79,16.76,19.27,21.73,14.97,28.51,13.55,12.21,75.19,0.04,2022-05-30,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
687,687,23.53,19.4,21.47,23.57,10.9,29.16,18.26,14.34,79.06,0.18,2022-05-31,TEALL,8.235294117647058,1.561044711708741,3446.472484473938,-0.2732,medium,1.0,2.0,2179.0
688,688,22.06,19.27,20.66,22.31,9.91,28.05,18.14,14.28,85.5,20.53,2022-06-01,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
689,689,17.31,12.37,14.84,17.51,7.15,21.05,13.9,9.22,74.62,0.41,2022-06-02,SALINA,8.331006979062812,6.327888030914148,13957.919468154423,0.0,medium,1.0,2.0,21233.0
690,690,16.86,9.14,13.0,16.59,11.29,21.66,10.38,7.39,63.31,0.04,2022-06-03,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
691,691,14.18,6.96,10.57,14.9,9.41,18.34,8.94,6.41,65.25,0.07,2022-06-04,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
692,692,15.84,7.82,11.83,16.1,15.77,22.9,7.14,6.77,63.5,0.02,2022-06-05,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
693,693,19.15,12.54,15.85,19.46,13.2,24.97,11.78,9.28,67.81,0.28,2022-06-06,MIDLAND,7.71875,2.792385648100165,6159.415991391748,0.0,medium,1.0,2.0,15603.0
694,694,18.95,14.35,16.65,19.27,6.4,21.9,15.51,10.5,75.44,13.89,2022-06-07,BURNET,6.771428571428571,3.256814994019884,7165.779314139855,0.4939,low,1.0,2.0,2308.0
695,695,17.33,12.12,14.73,17.78,11.43,23.03,11.61,8.97,74.25,0.33,2022-06-08,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
696,696,15.59,12.73,14.15,16.2,5.72,18.58,12.87,9.4,83.81,17.48,2022-06-09,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
697,697,16.42,11.04,13.73,16.65,9.33,21.36,12.02,8.36,73.31,0.22,2022-06-10,COLVIN,7.057516339869281,3.185104443616476,7004.403234072845,0.0,medium,1.0,2.0,3115.0
698,698,16.42,11.04,13.73,16.65,9.33,21.36,12.02,8.36,73.31,0.22,2022-06-10,GENESEE,5.346320346320346,6.7027452815396185,14746.96301093248,-0.4404,medium,1.0,2.0,3882.0
699,699,17.33,12.12,14.73,17.59,12.52,23.3,10.77,9.03,74.56,0.11,2022-06-11,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
700,700,19.04,15.21,17.12,19.41,10.83,24.86,14.03,11.11,80.81,4.15,2022-06-12,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
701,701,18.44,12.12,15.28,18.12,8.62,22.91,14.3,9.09,69.56,0.16,2022-06-13,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
702,702,19.44,11.56,15.5,18.26,11.31,24.8,13.48,8.67,61.25,0.01,2022-06-14,COLVIN,7.057516339869281,3.185104443616476,7004.403234072845,0.0,medium,5.0,2.0,10366.4
703,703,19.44,11.56,15.5,18.26,11.31,24.8,13.48,8.67,61.25,0.01,2022-06-14,PARK,6.842376775271512,6.694097972986001,14743.72957482315,0.0,medium,1.0,2.0,1418.0
704,704,22.62,16.13,19.38,22.26,12.8,28.51,15.71,11.72,69.19,2.98,2022-06-15,BURNET,6.771428571428571,3.256814994019884,7165.779314139855,0.0,medium,1.0,2.0,2505.0
705,705,22.62,16.13,19.38,22.26,12.8,28.51,15.71,11.72,69.19,2.98,2022-06-15,ERIE,5.833333333333334,4.51156075819478,9929.644709219208,0.0,medium,1.0,2.0,32924.0
706,706,24.24,21.82,23.03,24.42,8.21,28.68,20.47,16.72,87.0,17.61,2022-06-16,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
707,707,21.87,15.08,18.48,22.22,9.66,25.1,15.44,11.23,68.0,1.09,2022-06-17,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
708,708,13.56,7.21,10.38,14.48,6.75,17.53,10.78,6.53,67.06,0.99,2022-06-18,BURNET,6.771428571428571,3.256814994019884,7165.779314139855,0.0,medium,1.0,2.0,4376.0
709,709,13.18,5.88,9.53,13.95,9.98,17.94,7.95,5.86,63.44,0.0,2022-06-19,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
710,710,16.68,8.02,12.35,16.47,15.12,23.06,7.94,6.77,61.06,0.01,2022-06-20,FAYETTE,7.603395061728396,6.923820204684591,15237.007556830584,0.0,medium,1.0,2.0,34895.0
711,711,16.68,8.02,12.35,16.47,15.12,23.06,7.94,6.77,61.06,0.01,2022-06-20,MEADOWBROOK,7.59375,3.710712729075978,8172.940924540716,-0.3919,medium,1.0,2.0,241494.0
712,712,20.27,15.25,17.76,20.24,15.5,27.9,12.39,11.29,73.81,0.37,2022-06-21,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
713,713,23.37,19.15,21.26,23.5,12.77,30.73,17.96,14.16,79.44,2.42,2022-06-22,COLVIN,7.057516339869281,3.185104443616476,7004.403234072845,-0.7901,high,1.0,2.0,729.0
714,714,21.34,16.42,18.88,21.54,11.28,27.45,16.17,11.9,76.19,1.46,2022-06-23,COLVIN,7.057516339869281,3.185104443616476,7004.403234072845,0.0,medium,6.0,2.0,13936.5
715,715,21.96,13.54,17.75,21.34,12.45,27.65,15.21,9.89,62.25,0.01,2022-06-24,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
716,716,25.75,13.55,19.65,25.03,19.69,35.32,15.64,10.01,51.38,0.0,2022-06-25,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
717,717,24.92,19.04,21.98,25.19,13.53,32.08,18.55,14.1,72.81,10.13,2022-06-26,MEADOWBROOK,7.59375,3.710712729075978,8172.940924540716,0.0,medium,1.0,2.0,21322.0
718,718,20.24,13.78,17.01,20.87,8.23,23.54,15.31,10.38,69.5,3.34,2022-06-27,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
719,719,18.33,11.49,14.91,18.76,9.66,23.11,13.45,8.54,66.31,0.11,2022-06-28,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
720,720,19.33,11.42,15.37,19.5,13.41,26.0,12.59,8.48,64.06,0.04,2022-06-29,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
721,721,22.87,14.65,18.76,22.73,16.14,31.28,15.14,10.56,63.19,0.0,2022-06-30,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
722,722,24.32,17.15,20.74,24.51,13.23,31.87,18.65,12.51,67.88,4.39,2022-07-01,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
723,723,22.42,14.65,18.53,22.63,9.96,27.36,17.4,10.86,65.69,6.62,2022-07-02,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
724,724,19.16,9.95,14.56,19.49,10.88,24.64,13.76,7.81,59.38,0.01,2022-07-03,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
725,725,20.53,12.06,16.3,20.87,14.84,27.19,12.34,8.97,62.06,0.06,2022-07-04,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
726,726,20.83,17.72,19.27,21.22,6.6,24.21,17.62,13.0,82.69,7.32,2022-07-05,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
727,727,20.73,16.19,18.46,21.1,10.19,25.57,15.38,11.72,77.75,0.97,2022-07-06,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
728,728,21.44,13.85,17.64,21.66,14.78,28.33,13.55,10.01,66.56,0.01,2022-07-07,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
729,729,21.64,14.64,18.14,21.37,11.59,27.28,15.69,10.56,66.5,0.0,2022-07-08,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
730,730,18.88,9.48,14.19,19.24,11.23,24.52,13.29,7.57,59.06,0.0,2022-07-09,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
731,731,19.89,9.8,14.84,20.07,16.29,27.25,10.96,7.69,56.69,0.0,2022-07-10,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
732,732,23.95,13.29,18.62,24.17,16.36,32.1,15.74,9.77,55.0,0.08,2022-07-11,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
733,733,24.62,16.87,20.74,24.8,12.52,31.37,18.84,12.33,64.75,3.52,2022-07-12,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
734,734,21.5,15.96,18.73,21.99,11.05,27.3,16.25,11.54,73.62,2.88,2022-07-13,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
735,735,20.55,13.47,17.01,20.55,9.56,25.73,16.16,9.83,67.12,0.25,2022-07-14,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
736,736,22.61,9.56,16.08,21.96,13.47,29.54,16.07,7.57,47.19,0.0,2022-07-15,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
737,737,23.27,13.42,18.34,23.57,12.66,29.74,17.09,9.77,57.81,0.05,2022-07-16,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
738,738,25.07,17.07,21.07,25.26,13.95,31.9,17.97,12.33,64.94,0.16,2022-07-17,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
739,739,22.62,20.45,21.53,22.98,6.64,26.82,20.18,15.38,88.25,20.62,2022-07-18,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
740,740,25.49,18.84,22.16,25.66,13.17,31.93,18.76,13.92,70.38,1.42,2022-07-19,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
741,741,28.55,18.32,23.43,28.56,12.66,34.17,21.51,13.55,56.81,0.46,2022-07-20,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
742,742,26.44,17.54,21.98,26.59,8.71,30.69,21.98,12.88,59.31,2.55,2022-07-21,COLVIN,7.057516339869281,3.185104443616476,7004.403234072845,0.0,medium,1.0,2.0,8140.0
743,743,26.44,17.54,21.98,26.59,8.71,30.69,21.98,12.88,59.31,2.55,2022-07-21,WATER,3.666666666666667,1.5864714078035311,3489.542990647504,0.3182,low,1.0,2.0,7992.0
744,744,25.58,17.64,21.61,25.67,11.74,31.62,19.87,12.88,65.06,0.73,2022-07-22,WATER,3.666666666666667,1.5864714078035311,3489.542990647504,0.0,medium,1.0,2.0,6575.0
745,745,26.3,16.01,21.15,26.44,14.72,33.86,19.14,11.6,57.62,0.24,2022-07-23,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
746,746,26.93,18.11,22.51,27.05,11.96,32.89,20.93,13.24,60.0,2.39,2022-07-24,ERIE,5.833333333333334,4.51156075819478,9929.644709219208,-0.4767,medium,1.0,2.0,4580.0
747,747,26.93,18.11,22.51,27.05,11.96,32.89,20.93,13.24,60.0,2.39,2022-07-24,KIRK,6.2,2.288477464230068,5042.473525525164,0.0,medium,1.0,2.0,2191.0
748,748,22.45,16.15,19.3,22.89,12.09,27.67,15.58,11.96,70.69,23.07,2022-07-25,OSTRANDER,7.6,0.725992259617217,1595.937338776519,0.0,medium,1.0,2.0,984.0
749,749,20.35,12.47,16.4,20.77,12.43,26.83,14.4,9.16,64.38,0.0,2022-07-26,ERIE,5.833333333333334,4.51156075819478,9929.644709219208,0.4939,low,1.0,2.0,483.0
750,750,22.96,13.95,18.45,23.14,15.64,30.37,14.74,10.19,60.5,0.03,2022-07-27,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
751,751,24.73,18.27,21.51,24.69,10.43,30.39,19.96,13.43,68.81,5.19,2022-07-28,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
752,752,22.87,15.12,19.0,23.14,11.08,28.87,17.8,11.05,66.38,0.87,2022-07-29,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
753,753,21.01,13.85,17.44,21.25,9.15,25.74,16.58,10.01,65.69,0.03,2022-07-30,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
754,754,21.81,13.87,17.84,22.19,13.36,28.36,15.0,10.01,64.25,0.0,2022-07-31,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
755,755,24.34,14.91,19.62,24.58,14.51,31.65,17.13,10.8,59.06,0.03,2022-08-01,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
756,756,23.6,16.73,20.16,23.77,10.11,28.46,18.35,12.15,67.44,0.12,2022-08-02,DANFORTH,7.9,0.7603346020476875,1677.5367918894217,-0.8777,high,1.0,2.0,542.0
757,757,24.59,14.78,19.69,24.74,17.62,32.97,15.34,10.74,59.88,0.01,2022-08-03,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
758,758,25.36,19.33,22.34,25.56,9.76,30.96,21.21,14.4,70.69,5.17,2022-08-04,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
759,759,25.48,20.5,22.98,25.48,9.1,30.75,21.65,15.26,76.38,3.75,2022-08-05,TEALL,8.235294117647058,1.561044711708741,3446.472484473938,0.0,medium,1.0,2.0,5359.0
760,760,27.25,19.85,23.55,27.35,12.64,33.91,21.27,14.65,66.94,1.68,2022-08-06,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
761,761,28.12,20.78,24.45,28.15,11.97,34.44,22.47,15.56,67.0,0.71,2022-08-07,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
762,762,27.59,20.82,24.2,27.79,9.73,33.4,23.66,15.69,69.0,6.53,2022-08-08,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
763,763,22.08,18.05,20.07,22.62,9.2,25.26,16.07,13.37,79.38,4.71,2022-08-09,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
764,764,21.53,14.59,18.06,21.76,12.31,27.91,15.6,10.5,68.25,0.55,2022-08-10,GENESEE,5.346320346320346,6.7027452815396185,14746.96301093248,0.0,medium,1.0,2.0,2395.0
765,765,21.24,13.32,17.28,21.56,11.55,27.31,15.76,9.7,63.5,0.56,2022-08-11,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
766,766,19.1,9.37,14.23,18.88,10.91,24.15,13.25,7.45,56.56,0.03,2022-08-12,HIAWATHA,7.518518518518519,2.372422600011997,5231.711903935504,0.0,medium,1.0,2.0,8119.0
767,767,19.93,8.37,14.15,19.0,11.61,26.11,14.5,6.96,50.31,0.0,2022-08-13,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
768,768,20.89,9.79,15.33,21.16,16.11,28.87,12.76,7.69,54.44,0.0,2022-08-14,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
769,769,21.87,12.12,17.0,22.21,15.6,29.97,14.37,8.97,59.44,0.23,2022-08-15,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
770,770,21.26,15.52,18.39,21.55,11.21,27.85,16.64,11.17,73.06,3.9,2022-08-16,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
771,771,19.71,16.98,18.35,20.01,6.17,23.27,17.09,12.27,85.38,6.01,2022-08-17,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
772,772,20.24,16.05,18.15,20.51,8.05,25.11,17.06,11.6,79.25,1.46,2022-08-18,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
773,773,23.35,13.41,18.38,23.24,14.14,31.05,16.91,9.77,58.31,0.02,2022-08-19,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
774,774,24.71,15.44,20.08,24.6,15.59,32.54,16.94,11.17,60.19,1.94,2022-08-20,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
775,775,21.24,18.84,20.05,21.58,5.74,24.42,18.68,13.85,86.44,17.09,2022-08-21,BELLEVUE,8.541666666666666,2.097107190604466,4612.341184975455,0.0,medium,1.0,2.0,15573.0
776,776,21.24,18.84,20.05,21.58,5.74,24.42,18.68,13.85,86.44,17.09,2022-08-21,BURNET,6.771428571428571,3.256814994019884,7165.779314139855,0.0,medium,1.0,2.0,15573.0
777,777,21.24,18.84,20.05,21.58,5.74,24.42,18.68,13.85,86.44,17.09,2022-08-21,BURNET,6.771428571428571,3.256814994019884,7165.779314139855,0.0,medium,1.0,2.0,15252.0
778,778,21.24,18.84,20.05,21.58,5.74,24.42,18.68,13.85,86.44,17.09,2022-08-21,COLUMBUS,7.8,0.5071266621616313,1119.299151249456,0.0,medium,1.0,2.0,15573.0
779,779,21.24,18.84,20.05,21.58,5.74,24.42,18.68,13.85,86.44,17.09,2022-08-21,MEADOWBROOK,7.59375,3.710712729075978,8172.940924540716,0.0,medium,1.0,2.0,15573.0
780,780,21.24,18.84,20.05,21.58,5.74,24.42,18.68,13.85,86.44,17.09,2022-08-21,ROBERTS,7.6,0.7437524307079529,1640.653610298836,0.0,medium,1.0,2.0,15573.0
781,781,21.24,18.84,20.05,21.58,5.74,24.42,18.68,13.85,86.44,17.09,2022-08-21,RUGBY,7.222222222222222,0.8783942082972328,1933.52315682387,0.0,medium,1.0,2.0,15573.0
782,782,20.78,19.87,20.33,21.12,4.79,23.75,18.96,14.77,94.69,18.77,2022-08-22,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
783,783,20.66,18.58,19.62,20.97,6.05,23.94,17.88,13.67,88.62,9.6,2022-08-23,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
784,784,21.86,15.49,18.67,21.33,11.75,27.83,16.08,11.17,70.56,5.03,2022-08-24,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
785,785,21.87,16.74,19.3,22.04,11.99,28.06,16.07,12.08,75.06,6.02,2022-08-25,GENESEE,5.346320346320346,6.7027452815396185,14746.96301093248,0.0,medium,1.0,2.0,9376.0
786,786,22.19,17.88,20.04,22.51,9.8,27.7,17.9,13.0,78.94,5.22,2022-08-26,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
787,787,20.14,13.47,16.8,20.51,10.8,25.94,15.15,9.83,70.25,0.18,2022-08-27,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
788,788,22.83,15.31,19.07,23.01,17.3,31.42,14.12,11.05,66.94,0.0,2022-08-28,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
789,789,25.86,18.81,22.33,25.96,12.9,32.73,19.83,13.79,67.0,2.62,2022-08-29,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
790,790,22.39,19.21,20.8,22.7,6.84,25.51,18.66,14.22,82.94,19.72,2022-08-30,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
791,791,20.58,14.49,17.54,21.02,8.68,25.18,16.5,10.62,71.31,4.16,2022-08-31,SALINA,8.331006979062812,6.327888030914148,13957.919468154423,0.0,medium,1.0,2.0,1924.0
792,792,17.42,10.3,13.87,17.24,6.97,21.24,14.28,8.06,65.12,1.46,2022-09-01,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
