,Unnamed: 0,Temp at Recording,Dew Point / Frost Point,Wet Bulb Temp,Surface Temperature,Temperature Range,Temp Max,Temp Min,Specific Humidity,Relative Humidity,Precipitation,Date,Matched_Street,Pavement_rating,Miles,Shape__Length,SentimentScore,SeverityLevel,Potholes_Count,Rating,Minutes_to_closed
941,941,0.81,0.23,0.52,0.73,3.35,2.94,-0.42,3.91,95.62,1.4,2023-01-06,SALINA,8.062146892655369,6.3278880309129,13957.919523457647,0.0,medium,1.0,2.0,58639.0
942,942,-0.81,-1.79,-1.3,-0.65,8.23,2.19,-6.04,3.42,93.81,0.66,2023-01-07,GENESEE,4.108225108225108,6.7027452815437005,14746.962784766663,0.0,medium,1.0,2.0,8148.0
943,943,-0.81,-1.79,-1.3,-0.65,8.23,2.19,-6.04,3.42,93.81,0.66,2023-01-07,HIAWATHA,7.481481481481481,2.3724226000127,5231.71186392749,0.0,medium,1.0,2.0,8057.0
944,944,-3.28,-6.67,-4.98,-2.99,7.23,0.76,-6.47,2.26,79.31,0.01,2023-01-08,GENESEE,4.108225108225108,6.7027452815437005,14746.962784766663,0.0,medium,1.0,2.0,6682.0
945,945,-1.24,-3.08,-2.17,-1.17,4.99,1.36,-3.63,3.05,88.56,0.4,2023-01-09,FAYETTE,7.179398148148148,6.9238202046845,15237.007707595048,0.0,medium,1.0,2.0,5520.0
946,946,-1.24,-3.08,-2.17,-1.17,4.99,1.36,-3.63,3.05,88.56,0.4,2023-01-09,SALINA,8.062146892655369,6.3278880309129,13957.919523457647,0.0,medium,1.0,2.0,5502.0
947,947,-2.42,-4.17,-3.29,-2.17,7.82,-0.01,-7.84,2.81,89.44,0.37,2023-01-10,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
948,948,-3.35,-4.67,-4.01,-3.18,10.26,1.11,-9.15,2.75,91.44,0.08,2023-01-11,BELLEVUE,8.666666666666666,2.0971071906038,4612.341219709694,-0.3612,medium,1.0,2.0,18529.0
949,949,1.17,0.26,0.72,0.89,4.1,3.74,-0.36,3.97,93.38,19.51,2023-01-12,FAYETTE,7.179398148148148,6.9238202046845,15237.007707595048,-0.4767,medium,1.0,3.0,156930.0
950,950,-1.33,-2.41,-1.87,-1.56,8.19,3.01,-5.17,3.3,93.06,4.64,2023-01-13,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
951,951,-6.36,-7.96,-7.17,-6.3,3.01,-5.02,-8.02,2.08,91.25,0.4,2023-01-14,BELLEVUE,8.666666666666666,2.0971071906038,4612.341219709694,0.0,medium,1.0,2.0,15718.0
952,952,-7.58,-9.31,-8.44,-8.31,8.66,-2.5,-11.16,1.83,90.56,0.05,2023-01-15,HIAWATHA,7.481481481481481,2.3724226000127,5231.71186392749,0.0,medium,1.0,2.0,42980.0
953,953,-6.99,-9.1,-8.05,-8.85,11.23,-0.66,-11.88,1.89,86.94,0.04,2023-01-16,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
954,954,-0.53,-2.02,-1.28,-1.62,9.94,3.9,-6.04,3.54,89.56,3.29,2023-01-17,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
955,955,1.4,1.15,1.28,1.15,3.78,2.88,-0.91,4.21,97.5,3.68,2023-01-18,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
956,956,0.05,-0.42,-0.18,-0.11,2.58,1.26,-1.31,3.78,96.75,12.81,2023-01-19,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
957,957,-0.35,-0.74,-0.55,-0.45,4.8,0.83,-3.98,3.72,97.62,9.74,2023-01-20,ERIE,5.604166666666667,4.511560758193,9929.644636673043,0.0,medium,1.0,2.0,21298.0
958,958,-0.35,-0.74,-0.55,-0.45,4.8,0.83,-3.98,3.72,97.62,9.74,2023-01-20,FAYETTE,7.179398148148148,6.9238202046845,15237.007707595048,0.0,medium,1.0,3.0,127691.0
959,959,-0.35,-0.74,-0.55,-0.45,4.8,0.83,-3.98,3.72,97.62,9.74,2023-01-20,HIAWATHA,7.481481481481481,2.3724226000127,5231.71186392749,-0.25,medium,1.0,2.0,25592.0
960,960,-2.48,-3.82,-3.15,-3.29,5.62,0.3,-5.32,2.87,92.06,0.27,2023-01-21,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
961,961,-1.41,-2.39,-1.9,-1.67,5.38,1.16,-4.21,3.23,94.12,2.01,2023-01-22,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
962,962,-2.05,-2.71,-2.38,-2.12,3.07,-0.33,-3.4,3.17,96.69,4.95,2023-01-23,ERIE,5.604166666666667,4.511560758193,9929.644636673043,0.0,medium,3.0,2.0,26319.33333333333
963,963,-1.67,-2.6,-2.13,-1.92,4.2,0.55,-3.64,3.17,94.69,0.81,2023-01-24,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
964,964,-1.92,-2.66,-2.28,-2.31,5.91,0.78,-5.13,3.17,96.06,8.16,2023-01-25,ERIE,5.604166666666667,4.511560758193,9929.644636673043,0.0,medium,1.0,3.0,20168.0
965,965,-1.92,-2.66,-2.28,-2.31,5.91,0.78,-5.13,3.17,96.06,8.16,2023-01-25,GENESEE,4.108225108225108,6.7027452815437005,14746.962784766663,0.0,medium,2.0,2.0,14092.0
966,966,-1.92,-2.66,-2.28,-2.31,5.91,0.78,-5.13,3.17,96.06,8.16,2023-01-25,IRVING,7.75,0.8715118888465,1923.527680959018,-0.296,medium,1.0,3.0,9712.0
967,967,-1.92,-2.66,-2.28,-2.31,5.91,0.78,-5.13,3.17,96.06,8.16,2023-01-25,KIRK,5.9,2.2884774642304,5042.473740068186,0.0,medium,1.0,2.0,10993.0
968,968,-2.52,-3.26,-2.89,-2.81,6.27,0.65,-5.61,3.11,96.06,2.03,2023-01-26,GENESEE,4.108225108225108,6.7027452815437005,14746.962784766663,0.0,medium,2.0,2.0,12621.0
969,969,-2.52,-3.26,-2.89,-2.81,6.27,0.65,-5.61,3.11,96.06,2.03,2023-01-26,TEALL,7.705882352941177,1.5610447117087,3446.472491542802,0.0,medium,1.0,2.0,29026.0
970,970,-3.3,-4.43,-3.87,-3.51,5.85,-0.03,-5.88,2.75,93.88,0.37,2023-01-27,GENESEE,4.108225108225108,6.7027452815437005,14746.962784766663,0.0,medium,2.0,2.5,6593.0
971,971,-0.72,-2.23,-1.47,-1.6,5.21,1.57,-3.64,3.23,90.25,0.35,2023-01-28,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
972,972,-0.1,-0.83,-0.46,-0.57,6.98,2.63,-4.35,3.66,95.5,1.65,2023-01-29,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
973,973,-3.33,-4.92,-4.13,-3.38,5.03,-0.39,-5.43,2.62,90.62,2.03,2023-01-30,ERIE,5.604166666666667,4.511560758193,9929.644636673043,0.0,medium,1.0,2.0,11385.0
974,974,-3.33,-4.92,-4.13,-3.38,5.03,-0.39,-5.43,2.62,90.62,2.03,2023-01-30,GENESEE,4.108225108225108,6.7027452815437005,14746.962784766663,0.0,medium,1.0,2.0,4140.0
975,975,-6.5,-8.54,-7.52,-6.76,3.67,-5.11,-8.79,1.95,87.94,0.68,2023-01-31,FAYETTE,7.179398148148148,6.9238202046845,15237.007707595048,0.0,medium,1.0,2.0,2626.0
976,976,-6.5,-8.54,-7.52,-6.76,3.67,-5.11,-8.79,1.95,87.94,0.68,2023-01-31,IRVING,7.75,0.8715118888465,1923.527680959018,0.0,medium,1.0,2.0,9935.0
977,977,-8.3,-10.31,-9.31,-9.38,4.73,-5.55,-10.28,1.65,88.44,0.16,2023-02-01,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
978,978,-4.73,-7.01,-5.87,-4.95,10.04,-0.26,-10.3,2.26,86.19,0.47,2023-02-02,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
979,979,-15.19,-17.06,-16.13,-15.1,13.38,-6.91,-20.29,0.92,85.88,1.28,2023-02-03,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
980,980,-14.65,-16.21,-15.43,-14.55,10.58,-9.77,-20.35,0.98,89.06,0.17,2023-02-04,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
981,981,-2.08,-3.27,-2.67,-2.41,12.1,2.64,-9.46,3.17,92.94,0.87,2023-02-05,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
982,982,-1.85,-2.88,-2.37,-2.2,9.68,1.14,-8.54,3.17,93.5,0.61,2023-02-06,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
983,983,-2.35,-3.7,-3.02,-2.67,12.86,3.05,-9.81,3.05,91.38,0.89,2023-02-07,FAYETTE,7.179398148148148,6.9238202046845,15237.007707595048,-0.5574,high,1.0,2.0,9930.0
984,984,0.98,-0.53,0.22,0.56,6.24,4.83,-1.42,3.66,90.19,0.16,2023-02-08,RUGBY,7.222222222222222,0.8783942082973,1933.523074686852,0.3182,low,1.0,2.0,9336.0
985,985,3.73,2.53,3.13,2.98,8.63,7.76,-0.88,4.76,91.75,13.5,2023-02-09,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
986,986,2.88,1.21,2.05,2.58,8.06,6.28,-1.77,4.27,88.69,3.14,2023-02-10,ERIE,5.604166666666667,4.511560758193,9929.644636673043,-0.148,medium,2.0,2.5,14157.5
987,987,-1.8,-4.32,-3.06,-1.63,3.89,0.77,-3.13,2.75,84.0,0.27,2023-02-11,PARK,6.746637426900585,6.6940979729847,14743.729772111685,0.0,medium,1.0,2.0,5218.0
988,988,0.83,-3.35,-1.26,-0.04,9.42,6.79,-2.63,2.99,76.0,0.01,2023-02-12,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
989,989,2.02,-0.94,0.54,1.73,10.94,8.33,-2.6,3.66,82.81,0.1,2023-02-13,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
990,990,2.62,-0.52,1.05,2.15,8.64,7.73,-0.92,3.72,81.44,0.02,2023-02-14,CLINTON,7.125,2.0473992976599,4516.955028092093,0.0,medium,1.0,2.0,2496.0
991,991,8.19,5.44,6.82,7.62,12.73,14.63,1.9,5.86,83.06,0.01,2023-02-15,ERIE,5.604166666666667,4.511560758193,9929.644636673043,0.0,medium,1.0,2.0,1822.0
992,992,3.71,2.41,3.06,3.44,6.26,6.0,-0.26,4.58,90.81,0.33,2023-02-16,RUGBY,7.222222222222222,0.8783942082973,1933.523074686852,0.4648,low,1.0,2.0,317.0
993,993,0.01,-1.62,-0.81,0.32,13.86,8.63,-5.23,3.85,89.62,1.69,2023-02-17,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
994,994,-1.92,-5.63,-3.77,-1.6,10.02,3.8,-6.21,2.5,77.12,0.05,2023-02-18,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
995,995,1.6,-0.34,0.63,1.36,5.79,4.47,-1.32,3.78,87.38,0.0,2023-02-19,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
996,996,1.86,-0.05,0.9,1.62,8.41,6.55,-1.86,3.91,87.62,0.02,2023-02-20,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
997,997,0.54,-1.89,-0.67,0.21,8.37,5.26,-3.1,3.42,84.31,1.51,2023-02-21,FAYETTE,7.179398148148148,6.9238202046845,15237.007707595048,0.0,medium,1.0,2.0,21480.0
998,998,-0.89,-3.66,-2.27,-0.58,4.94,1.48,-3.46,2.93,82.88,10.35,2023-02-22,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
999,999,-0.2,-0.87,-0.53,-0.02,2.95,0.9,-2.05,3.66,95.69,8.67,2023-02-23,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1000,1000,-6.35,-8.42,-7.38,-5.77,8.3,-1.74,-10.05,2.01,87.31,0.77,2023-02-24,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1001,1001,-8.19,-10.44,-9.31,-9.54,7.98,-3.8,-11.78,1.65,85.94,2.12,2023-02-25,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1002,1002,-3.15,-4.42,-3.79,-3.64,13.05,1.62,-11.43,2.87,91.81,0.82,2023-02-26,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1003,1003,-3.26,-5.38,-4.32,-3.43,10.2,0.48,-9.73,2.62,87.06,4.73,2023-02-27,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1004,1004,-0.85,-1.6,-1.22,-0.97,5.3,0.98,-4.32,3.48,95.44,5.21,2023-02-28,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1005,1005,-0.85,-1.82,-1.34,-1.61,6.86,1.45,-5.41,3.42,94.06,0.28,2023-03-01,GENESEE,4.108225108225108,6.7027452815437005,14746.962784766663,0.0,medium,1.0,2.0,3679.0
1006,1006,0.44,-0.35,0.05,0.32,3.4,1.64,-1.75,3.78,94.75,0.75,2023-03-02,PARK,6.746637426900585,6.6940979729847,14743.729772111685,-0.1027,medium,1.0,3.0,58168.0
1007,1007,-0.65,-2.92,-1.78,-1.04,7.06,2.82,-4.24,3.11,86.0,7.53,2023-03-03,DIVISION,5.777777777777778,0.9256588070826,2039.74034478386,-0.6486,high,1.0,2.0,5672.0
1008,1008,-0.88,-1.5,-1.19,-0.88,4.59,1.05,-3.56,3.48,96.25,8.25,2023-03-04,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1009,1009,-0.22,-0.9,-0.56,-0.38,5.27,2.13,-3.14,3.6,95.81,0.43,2023-03-05,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1010,1010,-0.81,-2.62,-1.71,-0.85,5.78,2.67,-3.1,3.17,88.69,0.01,2023-03-06,BELLEVUE,8.666666666666666,2.0971071906038,4612.341219709694,0.755,low,1.0,2.0,9849.0
1011,1011,-0.81,-2.62,-1.71,-0.85,5.78,2.67,-3.1,3.17,88.69,0.01,2023-03-06,ERIE,5.604166666666667,4.511560758193,9929.644636673043,-0.7772,high,1.0,2.0,2580.0
1012,1012,-0.81,-2.62,-1.71,-0.85,5.78,2.67,-3.1,3.17,88.69,0.01,2023-03-06,FAYETTE,7.179398148148148,6.9238202046845,15237.007707595048,0.8257,low,1.0,2.0,2579.0
1013,1013,-2.77,-5.07,-3.92,-2.47,3.21,-1.37,-4.58,2.62,85.5,0.05,2023-03-07,GENESEE,4.108225108225108,6.7027452815437005,14746.962784766663,0.0,medium,1.0,2.0,2665.0
1014,1014,-3.18,-5.05,-4.12,-2.83,4.95,-0.7,-5.66,2.62,88.69,0.03,2023-03-08,CLINTON,7.125,2.0473992976599,4516.955028092093,-0.4767,medium,1.0,2.0,2382.0
1015,1015,-3.18,-5.05,-4.12,-2.83,4.95,-0.7,-5.66,2.62,88.69,0.03,2023-03-08,FAYETTE,7.179398148148148,6.9238202046845,15237.007707595048,0.0,medium,1.0,2.0,2494.0
1016,1016,-3.18,-5.05,-4.12,-2.83,4.95,-0.7,-5.66,2.62,88.69,0.03,2023-03-08,GENESEE,4.108225108225108,6.7027452815437005,14746.962784766663,0.0,medium,1.0,2.0,2372.0
1017,1017,-2.24,-3.82,-3.03,-2.47,5.61,0.93,-4.68,2.87,90.56,0.02,2023-03-09,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1018,1018,-1.36,-2.45,-1.9,-1.66,7.43,2.39,-5.04,3.23,93.19,5.39,2023-03-10,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1019,1019,-2.03,-3.2,-2.61,-1.9,4.76,0.23,-4.53,3.05,93.12,2.56,2023-03-11,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1020,1020,-1.66,-3.01,-2.34,-2.63,7.76,1.69,-6.07,3.11,91.62,0.15,2023-03-12,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1021,1021,0.4,-0.63,-0.12,0.39,5.04,3.38,-1.66,3.72,93.44,3.86,2023-03-13,FAYETTE,7.179398148148148,6.9238202046845,15237.007707595048,0.0,medium,1.0,2.0,9475.0
1022,1022,0.4,-0.63,-0.12,0.39,5.04,3.38,-1.66,3.72,93.44,3.86,2023-03-13,HIAWATHA,7.481481481481481,2.3724226000127,5231.71186392749,0.0,medium,1.0,2.0,5494.0
1023,1023,-1.82,-2.38,-2.1,-1.58,2.18,-0.83,-3.0,3.23,97.38,17.49,2023-03-14,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1024,1024,-3.74,-4.72,-4.23,-3.54,7.9,-0.44,-8.34,2.69,95.19,0.68,2023-03-15,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1025,1025,-0.41,-3.06,-1.74,-1.67,15.54,6.48,-9.06,3.17,84.44,0.0,2023-03-16,COLVIN,7.115032679738562,3.185104443615,7004.4032537683925,0.0,medium,2.0,2.0,3400.0
1026,1026,2.83,2.3,2.56,2.56,6.84,6.48,-0.37,4.64,96.19,13.05,2023-03-17,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1027,1027,-0.81,-3.58,-2.2,-0.58,8.3,3.2,-5.1,2.99,83.0,0.8,2023-03-18,GENESEE,4.108225108225108,6.7027452815437005,14746.962784766663,-0.4026,high,2.0,2.0,4055.0
1028,1028,-3.91,-7.47,-5.69,-3.42,3.71,-1.99,-5.7,2.14,77.31,1.67,2023-03-19,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1029,1029,-0.26,-3.48,-1.87,-0.22,13.27,6.73,-6.55,2.99,81.44,0.0,2023-03-20,ERIE,5.604166666666667,4.511560758193,9929.644636673043,-0.5574,high,1.0,2.0,5724.0
1030,1030,3.1,0.4,1.76,2.68,10.23,9.76,-0.46,3.97,83.5,0.0,2023-03-21,BURNET,6.6,3.2568149940202,7165.779311042164,0.0,medium,2.0,3.0,31191.5
1031,1031,3.1,0.4,1.76,2.68,10.23,9.76,-0.46,3.97,83.5,0.0,2023-03-21,FAYETTE,7.179398148148148,6.9238202046845,15237.007707595048,0.0,medium,1.0,2.0,4207.0
1032,1032,3.1,0.4,1.76,2.68,10.23,9.76,-0.46,3.97,83.5,0.0,2023-03-21,SALINA,8.062146892655369,6.3278880309129,13957.919523457647,0.0,medium,1.0,2.0,4187.0
1033,1033,5.85,3.06,4.45,5.52,12.87,12.94,0.07,4.82,84.12,0.01,2023-03-22,SALINA,8.062146892655369,6.3278880309129,13957.919523457647,0.0,medium,1.0,2.0,2809.0
1034,1034,6.37,5.68,6.02,6.16,11.51,11.0,-0.51,5.92,95.19,5.44,2023-03-23,CATHERINE,6.857142857142857,0.6948215742957,1532.916871371778,0.0,medium,1.0,2.0,5509.0
1035,1035,6.37,5.68,6.02,6.16,11.51,11.0,-0.51,5.92,95.19,5.44,2023-03-23,GENESEE,4.108225108225108,6.7027452815437005,14746.962784766663,0.22865,low,2.0,2.0,81540.5
1036,1036,6.37,5.68,6.02,6.16,11.51,11.0,-0.51,5.92,95.19,5.44,2023-03-23,HIAWATHA,7.481481481481481,2.3724226000127,5231.71186392749,0.0,medium,1.0,2.0,5617.0
1037,1037,6.37,5.68,6.02,6.16,11.51,11.0,-0.51,5.92,95.19,5.44,2023-03-23,SALINA,8.062146892655369,6.3278880309129,13957.919523457647,0.0,medium,1.0,2.0,5799.0
1038,1038,0.73,-2.34,-0.81,0.94,8.45,6.01,-2.45,3.23,82.19,0.02,2023-03-24,BURNET,6.6,3.2568149940202,7165.779311042164,0.0,medium,1.0,2.0,6025.0
1039,1039,0.73,-2.34,-0.81,0.94,8.45,6.01,-2.45,3.23,82.19,0.02,2023-03-24,GENESEE,4.108225108225108,6.7027452815437005,14746.962784766663,0.0,medium,1.0,2.0,6042.0
1040,1040,2.08,0.75,1.41,2.25,6.88,4.81,-2.06,4.15,91.06,10.99,2023-03-25,WATER,4.958333333333333,1.5864714078034,3489.543060819195,0.0,medium,1.0,2.0,3220.0
1041,1041,3.32,-0.23,1.55,3.28,10.12,8.12,-2.01,3.78,78.88,0.44,2023-03-26,GENESEE,4.108225108225108,6.7027452815437005,14746.962784766663,0.6476,low,1.0,2.0,1551.0
1042,1042,3.32,-0.23,1.55,3.28,10.12,8.12,-2.01,3.78,78.88,0.44,2023-03-26,TEALL,7.705882352941177,1.5610447117087,3446.472491542802,0.0,medium,1.0,2.0,1737.0
1043,1043,2.21,0.15,1.19,1.8,9.11,7.03,-2.08,3.91,87.06,6.08,2023-03-27,IRVING,7.75,0.8715118888465,1923.527680959018,0.0,medium,1.0,2.0,1725.0
1044,1044,2.0,-1.15,0.42,1.77,8.47,6.56,-1.91,3.54,80.88,0.25,2023-03-28,FAYETTE,7.179398148148148,6.9238202046845,15237.007707595048,0.0,medium,2.0,2.0,32748.5
1045,1045,2.0,-1.15,0.42,1.77,8.47,6.56,-1.91,3.54,80.88,0.25,2023-03-28,FAYETTE,7.179398148148148,6.9238202046845,15237.007707595048,0.4939,low,1.0,2.0,10037.0
1046,1046,2.0,-1.15,0.42,1.77,8.47,6.56,-1.91,3.54,80.88,0.25,2023-03-28,TEALL,7.705882352941177,1.5610447117087,3446.472491542802,0.0,medium,1.0,2.0,1943.0
1047,1047,2.27,-1.61,0.33,2.41,13.27,9.28,-3.99,3.48,77.38,1.75,2023-03-29,BURNET,6.6,3.2568149940202,7165.779311042164,0.0,medium,1.0,2.0,2504.0
1048,1048,2.27,-1.61,0.33,2.41,13.27,9.28,-3.99,3.48,77.38,1.75,2023-03-29,KIRK,5.9,2.2884774642304,5042.473740068186,0.0,medium,1.0,2.0,8997.0
1049,1049,2.27,-1.61,0.33,2.41,13.27,9.28,-3.99,3.48,77.38,1.75,2023-03-29,OSWEGO,7.928571428571429,0.5478519416431,1208.838088347508,0.0,medium,1.0,2.0,31178.0
1050,1050,2.27,-1.61,0.33,2.41,13.27,9.28,-3.99,3.48,77.38,1.75,2023-03-29,WENDELL,7.2,0.5586024215633,1233.185158694946,0.0,medium,1.0,2.0,31178.0
1051,1051,-2.13,-7.76,-4.95,-1.55,7.44,2.06,-5.38,2.08,67.06,0.03,2023-03-30,KIRK,5.9,2.2884774642304,5042.473740068186,0.0,medium,1.0,2.0,7470.0
1052,1052,-2.13,-7.76,-4.95,-1.55,7.44,2.06,-5.38,2.08,67.06,0.03,2023-03-30,MONTGOMERY,7.555555555555555,0.918273051008,2026.776095745181,0.0,medium,1.0,2.0,7004.0
1053,1053,2.86,1.26,2.05,3.1,10.0,7.58,-2.42,4.33,89.56,9.05,2023-03-31,FAYETTE,7.179398148148148,6.9238202046845,15237.007707595048,0.0,medium,1.0,2.0,6120.0
1054,1054,10.34,7.05,8.7,10.16,16.11,17.82,1.7,6.59,82.75,11.25,2023-04-01,ERIE,5.604166666666667,4.511560758193,9929.644636673043,0.0,medium,1.0,2.0,2492.0
1055,1055,10.34,7.05,8.7,10.16,16.11,17.82,1.7,6.59,82.75,11.25,2023-04-01,HIAWATHA,7.481481481481481,2.3724226000127,5231.71186392749,0.03495,low,2.0,2.0,2537.5
1056,1056,10.34,7.05,8.7,10.16,16.11,17.82,1.7,6.59,82.75,11.25,2023-04-01,PARK,6.746637426900585,6.6940979729847,14743.729772111685,0.0,medium,1.0,2.0,3255.0
1057,1057,-1.34,-7.67,-4.5,-0.88,6.23,1.73,-4.49,2.14,63.69,0.21,2023-04-02,TEALL,7.705882352941177,1.5610447117087,3446.472491542802,0.0,medium,1.0,2.0,6748.0
1058,1058,5.6,1.59,3.6,5.53,16.97,14.23,-2.74,4.58,76.25,2.79,2023-04-03,COLVIN,7.115032679738562,3.185104443615,7004.4032537683925,0.0,medium,1.0,2.0,1677.0
1059,1059,7.44,6.12,6.77,7.51,9.27,12.82,3.55,5.98,91.62,3.6,2023-04-04,GENESEE,4.108225108225108,6.7027452815437005,14746.962784766663,-0.1531,medium,1.0,2.0,2397.0
1060,1060,12.55,11.57,12.05,12.4,12.99,17.82,4.83,8.97,93.88,13.59,2023-04-05,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1061,1061,11.13,8.12,9.62,11.02,12.99,15.74,2.75,7.08,82.75,8.15,2023-04-06,FAYETTE,7.179398148148148,6.9238202046845,15237.007707595048,0.0,medium,1.0,2.0,8088.0
1062,1062,1.98,-2.38,-0.2,2.58,7.9,4.55,-3.35,3.23,74.81,0.0,2023-04-07,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1063,1063,1.62,-4.56,-1.48,2.12,13.11,8.92,-4.19,2.69,68.81,0.0,2023-04-08,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1064,1064,4.48,-4.46,0.01,3.64,13.94,12.04,-1.91,2.75,55.88,0.0,2023-04-09,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1065,1065,9.29,-0.23,4.53,7.49,17.37,16.98,-0.39,3.85,54.31,0.0,2023-04-10,BELLEVUE,8.666666666666666,2.0971071906038,4612.341219709694,-0.4404,medium,1.0,2.0,2963.0
1066,1066,9.29,-0.23,4.53,7.49,17.37,16.98,-0.39,3.85,54.31,0.0,2023-04-10,BURNET,6.6,3.2568149940202,7165.779311042164,-0.4404,medium,1.0,2.0,2963.0
1067,1067,9.29,-0.23,4.53,7.49,17.37,16.98,-0.39,3.85,54.31,0.0,2023-04-10,COLUMBUS,7.6,0.5071266621613,1119.299096390959,-0.4404,medium,1.0,2.0,2963.0
1068,1068,9.29,-0.23,4.53,7.49,17.37,16.98,-0.39,3.85,54.31,0.0,2023-04-10,ERIE,5.604166666666667,4.511560758193,9929.644636673043,-0.5106,high,1.0,2.0,2821.0
1069,1069,9.29,-0.23,4.53,7.49,17.37,16.98,-0.39,3.85,54.31,0.0,2023-04-10,MEADOWBROOK,7.0625,3.710712729076001,8172.940736028595,-0.4404,medium,1.0,2.0,2963.0
1070,1070,9.29,-0.23,4.53,7.49,17.37,16.98,-0.39,3.85,54.31,0.0,2023-04-10,PARK,6.746637426900585,6.6940979729847,14743.729772111685,0.0,medium,1.0,2.0,1963.0
1071,1071,9.29,-0.23,4.53,7.49,17.37,16.98,-0.39,3.85,54.31,0.0,2023-04-10,ROBERTS,7.4,0.7437524307082,1640.6535600894858,-0.4404,medium,1.0,2.0,2963.0
1072,1072,9.29,-0.23,4.53,7.49,17.37,16.98,-0.39,3.85,54.31,0.0,2023-04-10,RUGBY,7.222222222222222,0.8783942082973,1933.523074686852,-0.4404,medium,1.0,2.0,2963.0
1073,1073,9.29,-0.23,4.53,7.49,17.37,16.98,-0.39,3.85,54.31,0.0,2023-04-10,RUGBY,7.222222222222222,0.8783942082973,1933.523074686852,-0.5994,high,1.0,3.0,16006.0
1074,1074,9.29,-0.23,4.53,7.49,17.37,16.98,-0.39,3.85,54.31,0.0,2023-04-10,SALINA,8.062146892655369,6.3278880309129,13957.919523457647,0.0,medium,1.0,2.0,10457.0
1075,1075,10.99,6.75,8.87,10.87,11.01,15.8,4.78,6.29,75.62,0.0,2023-04-11,GENESEE,4.108225108225108,6.7027452815437005,14746.962784766663,-0.5267,high,1.0,3.0,28197.0
1076,1076,10.99,6.75,8.87,10.87,11.01,15.8,4.78,6.29,75.62,0.0,2023-04-11,SALINA,8.062146892655369,6.3278880309129,13957.919523457647,0.0,medium,1.0,2.0,8670.0
1077,1077,15.04,11.37,13.2,14.9,12.86,20.98,8.12,8.67,80.19,0.0,2023-04-12,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1078,1078,17.72,13.4,15.55,17.43,14.69,25.9,11.22,9.83,78.12,0.0,2023-04-13,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1079,1079,18.35,11.98,15.16,17.91,17.59,27.9,10.3,8.97,71.0,0.0,2023-04-14,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
