OBJECTID,BPID,STREET_NAME,FROM_STREET,TO_STREET,BLOCK,WARD,WIDTH,Rating_2022,RatingCategory,FC,CollectionDate,Miles,Shape__Length
792,SYR1768,Hillside St.,Maplehurst,Darlington,600,3,27,10,Excellent,19,2022/08/04 16:36:30+00,0.0461608675723891,101.773124791513
793,SYR1769,Hillside St.,Darlington,city line,700,3,22,10,Excellent,19,2022/08/04 16:36:30+00,0.0632365733827869,139.421981607871
794,SYR177,Ballantyne Rd.,Sheldon,Slayton,200,14,31,8,Good,18,2022/07/27 15:38:19+00,0.0622201630085205,136.76795039375
795,SYR1770,Hilltop Rd,Juneway,dead end,100,11,24,7,Good,19,2022/11/10 16:14:04+00,0.0781408734782346,172.388113964806
796,SYR1771,Hillview Ave,South,May,100,13,27,4,Poor,19,2022/08/15 17:39:59+00,0.0630640175988104,138.678196131736
797,SYR1772,Hillview Ave,May,Craddock,200,13,27,4,Poor,19,2022/08/15 17:39:59+00,0.0987641068057692,217.128728359873
798,SYR1773,Hillview Ave,Craddock,Summitt,300,13,27,4,Poor,19,2022/08/15 17:42:59+00,0.144994103665186,318.767705042382
799,SYR1774,Hilton Rd,S. Salina,Longmeadow,100,14,27,7,Good,19,2022/07/20 19:27:58+00,0.0683423041561544,150.189879033983
800,SYR1775,Hilton Rd,Longmeadow,Long Meadow,200,14,27,7,Good,19,2022/07/20 19:27:58+00,0.0647099172983209,142.206709550037
801,SYR1776,Hixson Ave.,James,Melrose,100,5,27,5,Poor,19,2022/08/03 19:20:53+00,0.0988231425861043,217.962496362646
802,SYR1777,Hixson Ave.,Melrose,Eldorado,200,5,27,8,Good,19,2022/08/03 19:20:52+00,0.0527290489902931,116.420728232034
803,SYR1778,Hixson Ave.,Eldorado,Mooney,300,5,27,8,Good,19,2022/08/03 19:20:52+00,0.0534120113745402,117.927408320432
804,SYR1779,Hixson Ave.,Mooney,Mariposa,400,5,27,8,Good,19,2022/08/03 19:20:52+00,0.0530449610037851,117.115880487928
805,SYR178,Ballantyne Rd.,Slayton,Midland,300,14,31,7,Good,18,2022/07/27 15:38:19+00,0.0656112570969729,144.221706260909
806,SYR1780,Hixson Ave.,Mariposa,Boyden,500,5,27,8,Good,19,2022/08/03 19:20:52+00,0.0531193440908429,117.277607249667
807,SYR1781,Hixson Ave.,Boyden,Kinne,600,5,27,10,Excellent,19,2022/08/03 19:20:52+00,0.106341905104004,234.778958857531
808,SYR1782,Hixson Ave.,Kinne,Robinson,700,5,27,10,Excellent,19,2022/08/03 19:20:52+00,0.0865160516941394,191.004486387606
809,SYR1783,Hobart Ave,S. Salina,dead end,100,14,22,5,Poor,19,2022/07/27 15:38:19+00,0.152745025380915,335.763929490979
810,SYR1784,Hoefler St,Grand,Hartson,100,11,0,6,Fair,19,2022/07/14 19:25:10+00,0.151606383429552,334.58520693328
811,SYR1785,Hoefler St,Hartson,Rowland,200,11,26,7,Good,19,2022/07/14 19:27:17+00,0.0491270443169457,108.417958714611
812,SYR1786,Hoefler St,Rowland,Onondaga,300,11,0,8,Good,19,2022/07/14 19:27:17+00,0.131962930008668,291.220641635088
813,SYR1787,Hoefler St,Onondaga,Bellevue,400,11,0,7,Good,19,2022/07/14 19:27:17+00,0.074886236442778,165.257285059326
814,SYR1788,Holden St,Grand,Rowland,100,11,22,8,Good,19,2022/07/14 19:27:17+00,0.19467004807828,429.607288762832
815,SYR1789,Holland St,Slocum,Congress,100,10,25,7,Good,19,2022/08/08 16:43:29+00,0.12135322677018,267.359127630094
816,SYR179,Ballantyne Rd.,Midland,Pierce,400,13,31,6,Fair,18,2022/07/20 19:27:57+00,0.0549633047864096,120.815561640354
817,SYR1790,Holland St,Congress,Massena,200,10,25,7,Good,19,2022/08/08 16:43:29+00,0.165538691820311,364.692568191906
818,SYR1791,Holland St,Massena,Delaware,300,10,25,8,Good,19,2022/08/08 16:42:58+00,0.115831992939263,255.177447848896
819,SYR1793,Holmes St,Goodrich,Arnold,200,19,25,7,Good,19,2022/08/18 14:22:54+00,0.0607644822197717,133.584949389617
820,SYR1794,Holmes St,Arnold,Roe,300,19,25,7,Good,19,2022/08/18 14:22:23+00,0.0557218716621295,122.496895255859
821,SYR1795,Homecroft Rd,James,Northcliffe,100,5,28,10,Excellent,19,2022/08/03 15:21:54+00,0.17660871458849,389.958863441073
822,SYR1796,Homecroft Rd.,Northcliffe,Glencove,200,5,28,10,Excellent,19,2022/08/03 15:21:54+00,0.151766123837454,335.093969008507
823,SYR1797,Hood Ave,Butternut,McChesney Pk.,100,3,27,5,Poor,19,2022/08/04 16:36:30+00,0.165874007406299,365.467794504
824,SYR1798,Hood Ave,McChesney Pk.,Kirkpatrick,200,3,27,5,Poor,19,2022/08/04 16:36:30+00,0.203500818438909,448.522207480077
825,SYR1799,Hood Ave,Kirkpatrick,Court,300,3,27,5,Poor,19,2022/08/04 16:36:30+00,0.0528576454721933,116.512437250154
826,SYR180,Ballantyne Rd.,Pierce,Atlantic/Coral,500,13,31,9,Excellent,18,2022/07/20 19:27:57+00,0.0706746983207765,155.351498860757
827,SYR1800,Hope Ave,W. Colvin,Warner,100,19,0,7,Good,19,2022/08/04 15:46:11+00,0.159129510930882,351.02189331887
828,SYR1801,Hope Ave,Warner,Forest,200,19,0,7,Good,19,2022/08/04 15:46:11+00,0.0665114190757272,146.712813001472
829,SYR1802,Hope Ave,Forest,Brighton,300,19,0,7,Good,19,2022/08/04 15:46:11+00,0.0581014718276258,128.159616756251
830,SYR1803,Hopper Rd,Seneca Tnpk,Merritt,100200,13,30,5,Poor,19,2022/07/20 19:27:57+00,0.296809423206613,654.61869753052
831,SYR1804,Hopper Rd,Merritt,Chaffee,200,13,30,7,Good,19,2022/07/20 19:27:57+00,0.0972193837907907,214.414888188898
832,SYR1806,Houston Ave,Westmoreland,Sunnyside Rd,100200,17,0,9,Excellent,19,2022/08/24 14:49:29+00,0.297504385706899,655.919646960879
833,SYR1807,Houston Ave,Sunnyside Rd,Euclid,300,17,0,9,Excellent,19,2022/08/24 14:48:28+00,0.0825137989276507,182.033913282155
834,SYR1808,Hovey St,Midland,Huron,100,12,20,5,Poor,19,2022/07/19 19:19:13+00,0.138476458005944,305.241227709196
835,SYR1809,Hovey St,Huron,Chester,200,12,20,6,Fair,19,2022/07/19 19:19:13+00,0.0661842478971925,145.635086340033
836,SYR181,Ballantyne Rd.,Atlantic/Coral,Evaleen,600,13,30,7,Good,19,2022/07/20 19:27:57+00,0.072025585759868,158.342431253789
837,SYR1810,Hovey St,Chester,South,300,12,20,7,Good,19,2022/07/19 19:19:13+00,0.0707947443428832,155.814573910516
838,SYR1811,Howard St,Burnet,Hawley,200,6,24,5,Poor,19,2022/08/18 19:41:55+00,0.0755784205304237,166.839656530851
839,SYR1812,Howard St,Hawley,Green,300,6,24,7,Good,19,2022/08/18 19:41:55+00,0.0766845301785655,169.094880781808
840,SYR1813,Howard St,Green,Wayne,400,6,24,4,Poor,19,2022/08/18 19:41:55+00,0.0632405712532754,139.45225481337
841,SYR1814,Hubbell Ave,Bellevue,Grandview,100,11,33,7,Good,19,2022/07/14 19:27:17+00,0.098682247199904,217.767911702531
842,SYR1815,Hubbell Ave,Grandview,Stolp,200,11,33,5,Poor,19,2022/07/14 19:27:17+00,0.0921017625367837,203.242101623801
843,SYR1816,Hubbell Ave,Stolp,Gordon,300,12,33,8,Good,19,2022/07/14 19:27:17+00,0.0707121082852379,156.037718002049
844,SYR1817,Hubbell Ave,Gordon,Crossett,400,12,33,7,Good,19,2022/07/14 19:27:17+00,0.0895571732770592,197.619296459066
845,SYR1818,Hudson St,Tallman,Bellevue,100,12,28,7,Good,19,2022/07/19 19:19:13+00,0.178746510373631,394.469172089287
846,SYR1819,Hudson St,Bellevue,Sterling,200,12,28,7,Good,19,2022/07/19 19:19:13+00,0.111852060212019,246.83377362119
847,SYR182,Ballantyne Rd.,Evaleen,Girard,700,13,30,7,Good,19,2022/07/20 19:27:57+00,0.0472483703421049,103.873910516135
848,SYR1820,Hudson St,Sterling,Marginal,300,12,28,8,Good,19,2022/07/19 19:19:13+00,0.104865627873086,231.401058448397
849,SYR1821,Hudson St,W. Castle,Crescent,400,12,28,8,Good,19,2022/07/19 19:19:13+00,0.110647004779684,244.097446359705
850,SYR1822,Hughes Pl N,Colvin,dead end,100,19,24,6,Fair,19,2022/08/18 14:34:29+00,0.099391015498007,219.298418393739
851,SYR1824,Hunt Ave,Onon. Crk. Blvd.,Colvin,100,13,22,7,Good,19,2022/08/04 16:08:26+00,0.0890724152126032,196.535072945171
852,SYR1825,Hunt Ave,Colvin,Elmhurst,200,13,22,6,Fair,19,2022/08/04 15:46:11+00,0.154018882803063,339.827516441482
853,SYR1826,Hunt Ave,Elmhurst,Marguerite,300,13,22,6,Fair,19,2022/08/04 15:46:11+00,0.0607891560022882,134.119977219033
854,SYR1827,Hunt Ave,Marguerite,Brighton,400,13,22,6,Fair,19,2022/08/04 15:46:11+00,0.0592146542298594,130.645150024201
855,SYR1828,Hunt Ave,Brighton,W. Lafayette,500,13,22,6,Fair,19,2022/08/04 15:52:14+00,0.0513749397719016,113.346851979693
856,SYR1829,Hunter Ave,Spencer,Marquette,100,2,29,6,Fair,19,2022/07/20 15:40:49+00,0.0476424341695257,105.177477349835
857,SYR183,Ballantyne Rd.,Girard,Empire,800,13,30,7,Good,19,2022/07/20 19:27:57+00,0.0474484709068784,104.312655662946
858,SYR1830,Huntington Rd,Bellevue,Merrill,100,11,27,7,Good,19,2022/11/10 16:09:59+00,0.0760696070479051,167.858176362718
859,SYR1831,Huntington Rd,Merrill,Inverness Pl.,200,11,27,8,Good,19,2022/11/10 16:09:31+00,0.143550842490992,316.345606339131
860,SYR1833,Huntley St,Hillside,Wadsworth,100,3,25,10,Excellent,19,2022/08/04 16:36:30+00,0.138278466047412,304.299725622025
861,SYR1834,Huntley St,Wadsworth,Darlington,200,3,25,10,Excellent,19,2022/08/04 16:36:30+00,0.148124294008161,325.952229934156
862,SYR1835,Hurlburt Rd,Genesee,Meadowbrook,100,17,27,9,Excellent,19,2022/08/17 14:49:14+00,0.0548239815797048,121.000356975651
863,SYR1836,Hurlburt Rd.,Meadowbrook,Rockford,200,17,27,9,Excellent,19,2022/08/17 15:12:57+00,0.136906284724276,302.160327013744
864,SYR1837,Hurlburt Rd.,Rockford,Brookford/Euclid,300,17,27,9,Excellent,19,2022/08/17 15:14:29+00,0.164709264277429,363.4507500643
865,SYR1838,Huron St,Bellevue,Hovey,100,12,28,6,Fair,19,2022/07/19 19:19:13+00,0.123787634972428,273.173789495622
866,SYR1839,Hutchinson Ave,South,Edgewood,100,13,28,8,Good,19,2022/08/15 17:50:02+00,0.105115971627622,231.077090269976
867,SYR184,Ballantyne Rd.,Empire,Loomis,900,13,30,7,Good,19,2022/07/20 19:27:57+00,0.0470570833101796,103.451431776058
868,SYR1840,Hutchinson Ave,Edgewood,Fletcher,200,13,28,9,Excellent,19,2022/08/15 17:49:01+00,0.0519188177670476,114.133990903288
869,SYR1841,Hutchinson Ave,Fletcher,Russell,300,13,28,9,Excellent,19,2022/08/15 17:55:05+00,0.0707014206692325,155.424076050849
870,SYR1842,Hutchinson Ave,Russell,Clayton,400,13,28,7,Good,19,2022/08/15 17:46:00+00,0.0574366568139871,126.266593686512
871,SYR1845,Irving Ave,Fayette,Genesee,300,15,40,8,Good,19,2022/08/19 14:41:00+00,0.104771787096922,231.267056839236
872,SYR1846,Irving Ave,Genesee,Madison,400,15,40,6,Fair,16,2022/08/19 14:41:00+00,0.11022232167204,243.292230783139
873,SYR1847,Irving Ave,Madison,Harrison,500,15,35,7,Good,16,2022/08/19 14:41:00+00,0.0796620402662484,175.832639748953
874,SYR1848,Irving Ave,Harrison,Adams,600,15,35,8,Good,16,2022/08/19 14:41:00+00,0.10629077892235,234.603811466521
875,SYR1849,Irving Ave,Adams,Waverly,700,16,35,9,Excellent,16,2022/08/19 14:41:00+00,0.147821578911497,326.260695225119
876,SYR185,Ballantyne Rd.,Loomis,Shirley,1000,13,30,7,Good,19,2022/07/20 19:27:57+00,0.0471780469065452,103.720465622451
877,SYR1850,Irving Ave,University,Van Buren,800,16,35,9,Excellent,16,2022/08/19 14:41:00+00,0.123821294516428,273.261222908507
878,SYR1851,Irving Ave,Van Buren,Raynor,900,16,35,9,Excellent,19,2022/08/19 14:41:00+00,0.122045136857014,269.343954079974
879,SYR1852,Isabella St.,State,Salina,100,2,27,7,Good,19,2022/08/17 19:44:21+00,0.0753208221309166,165.84248780829
880,SYR1853,Isabella St.,Salina,Lodi,200,2,36,5,Poor,19,2022/08/18 15:33:35+00,0.0776448211763225,170.998372297726
881,SYR1856,Jackson St,McBride,Almond,500,9,30,4,Poor,19,2022/08/24 19:18:57+00,0.0445266352667594,97.9226184857772
882,SYR1857,Jackson St,Almond,Renwick,600,15,30,4,Poor,19,2022/08/24 19:18:27+00,0.13160021509823,289.413462370342
883,SYR1859,James St.,N.Salina,N. Warren,100,9,54,8,Good,14,,0.0719292371878321,158.214259801303
884,SYR186,Ballantyne Rd.,Shirley,Valley Dr.,1100,13,30,7,Good,19,2022/07/20 19:27:57+00,0.0665236659762498,146.247692535357
885,SYR1860,James St.,N. Warren,Oswego Blvd.,200,9,40,10,Excellent,14,2022/07/19 19:19:13+00,0.0397165380397146,87.4438157699817
886,SYR1861,James St.,Oswego Blvd.,State,300,9,40,10,Excellent,14,2022/07/19 19:19:13+00,0.104223097684985,229.49957866687
887,SYR1862,James St.,State,Townsend,400,9,54,10,Excellent,14,2022/08/01 18:37:41+00,0.145983554370061,321.465839927425
888,SYR1863,James St.,Townsend,McBride,500,9,40,10,Excellent,14,2022/08/01 18:37:41+00,0.0867242443480438,190.975310202991
889,SYR1864,James St.,McBride,Catherine,600,6,40,10,Excellent,14,2022/08/01 18:37:41+00,0.0869723829396361,191.522062804324
890,SYR1865,James St.,Catherine,Lodi,700,6,40,10,Excellent,14,2022/08/01 18:37:41+00,0.166402055039414,366.445758514531
891,SYR1866,James St.,Lodi,Highland,800,6,40,6,Fair,14,2022/08/01 18:37:41+00,0.105799919573556,232.991602255617
892,SYR1867,James St.,Highland,Oak,900,6,40,5,Poor,14,2022/08/01 18:37:41+00,0.249376271035266,549.18783766414
893,SYR1868,James St.,Oak,Dewitt,1000,4,40,5,Poor,14,2022/08/01 18:37:41+00,0.194999509123339,429.450502509728
894,SYR1869,James St.,Dewitt,Sedgwick St.,1100,4,40,6,Fair,14,2022/10/28 18:50:29+00,0.0498230970816284,109.7289572784
895,SYR187,Ballard Ave.,Castle,Cortland,100,12,0,10,Excellent,19,2022/08/04 16:13:55+00,0.0807863951896358,178.207858179248
896,SYR1870,James St.,Sedgwick St.,Sedgwick Dr.,1200,4,40,6,Fair,14,2022/08/01 18:37:41+00,0.121795188605509,268.23946417016
897,SYR1871,James St.,Sedgwick Dr.,Vine,1300,4,40,6,Fair,14,2022/10/28 18:50:32+00,0.0313273043926455,68.9956608432065
898,SYR1872,James St.,Vine,Durston,1400,4,40,6,Fair,14,2022/08/01 18:37:41+00,0.0697774726837082,153.677023744194
899,SYR1873,James St.,Durston,Wilson,1500,4,40,6,Fair,14,2022/10/28 18:50:36+00,0.0486437241523837,107.134553329555
900,SYR1874,James St.,Wilson,Hampton,1600,4,40,6,Fair,14,2022/08/01 18:37:41+00,0.206547960900871,454.923013545902
901,SYR1876,James St.,Teall,Rugby,1800,4,40,6,Fair,14,2022/08/03 19:20:53+00,0.152479180612468,335.830686869217
902,SYR1877,James St.,Rugby,Peck,1900,4,40,6,Fair,14,2022/08/03 19:20:52+00,0.082148078088398,180.934208158218
903,SYR1878,James St.,Peck,Paul,2000,4,40,6,Fair,14,2022/08/03 19:20:52+00,0.0527665330604655,116.222284973922
904,SYR1879,James St.,Paul,Mildred,2100,4,40,5,Poor,14,2022/08/03 19:20:52+00,0.0860514596856933,189.537111665359
905,SYR1880,James St.,Mildred,Grant Blvd.,2200,4,40,6,Fair,14,2022/08/03 19:20:52+00,0.0523936586874614,115.36872635483
906,SYR1881,James St.,Grant Blvd.,Stafford,2300,4,40,7,Good,14,2022/08/03 19:20:52+00,0.10322429808366,227.116077067843
907,SYR1882,James St.,Stafford,Forest Hill,2400,4,40,7,Good,14,2022/08/03 19:20:52+00,0.0672282650633667,147.916592137912
908,SYR1883,James St.,Forest Hill,Woodbine,2500,5,40,6,Fair,14,2022/08/03 19:20:52+00,0.0682408706736605,150.144880286002
909,SYR1884,James St.,Woodbine,Hillsdale,2600,5,40,7,Good,14,2022/08/03 19:20:52+00,0.0624811309640831,137.472551357819
910,SYR1885,James St.,Hillsdale,Collingwood,2700,5,40,7,Good,14,2022/08/03 19:20:52+00,0.0690799721440257,151.990914851813
911,SYR1886,James St.,Collingwood,S. Edwards,2800,5,40,7,Good,14,2022/08/03 19:20:52+00,0.0550272120532791,121.072611924918
912,SYR1887,James St.,S. Edwards,Midler,2900,5,40,7,Good,14,2022/08/03 19:20:52+00,0.0551647593816347,121.375095483596
913,SYR1888,James St.,Midler,Nichols,3000,5,0,7,Good,14,2022/08/03 19:20:52+00,0.0709436953026444,156.092828669001
914,SYR1889,James St.,Nichols,Homecroft,3100,5,0,7,Good,14,2022/08/03 19:20:52+00,0.0670230431914573,147.466293037006
915,SYR189,Bank Alley,Fayette St.,Jefferson,200,9,21,8,Good,19,2022/11/10 19:54:00+00,0.1136679034376,250.903795422284
916,SYR1890,James St.,Homecroft,Moseley,3200,5,0,7,Good,14,2022/08/03 19:20:52+00,0.0679783651683181,149.568247553389
917,SYR1891,James St.,Moseley,Plymouth,3300,5,0,6,Fair,14,2022/08/03 19:20:52+00,0.0581027048462698,127.8399838279
918,SYR1892,James St.,Plymouth,Milford Dr. W.,3400,5,0,7,Good,14,2022/08/03 19:20:52+00,0.0603293144783693,132.738959519682
919,SYR1893,James St.,Milford Dr. W.,Milford Dr. E.,3500,5,0,6,Fair,14,2022/08/03 19:20:52+00,0.139790563497009,307.573763093828
920,SYR1894,James St.,Milford Dr. E.,city line,3600,5,0,7,Good,14,2022/08/03 19:20:52+00,0.104298610366378,229.482836936675
921,SYR1895,Jamesville Ave,dead end,Colvin,100,19,18,6,Fair,19,2022/08/18 14:33:58+00,0.0757874577980667,167.230646294734
922,SYR1896,Jamesville Ave,Colvin,Hughes Pl. S.,200300,19,18,9,Excellent,19,2022/08/18 14:32:58+00,0.290013678238389,639.548139397228
923,SYR1897,Jamesville Ave,Hughes Pl. S.,Vincent,400,19,20,6,Fair,19,2022/08/18 14:32:27+00,0.0962138815961199,212.06989792071
924,SYR190,Barker Ave,Tracy,Wilkinson,100,2,30,7,Good,19,2022/08/08 13:25:47+00,0.0385938900379502,85.1932011566634
925,SYR1900,Jamesville Ave,Vincent,Thurber,500700,19,0,6,Fair,19,2022/08/18 14:32:27+00,0.175769604715894,387.408269280598
926,SYR1901,Jamesville Ave,Thurber,Butler,800,19,0,7,Good,19,2022/08/18 14:31:57+00,0.0648466993304004,142.916175768391
927,SYR1902,Jamesville Ave,Butler,Comstock,900,19,0,6,Fair,19,2022/08/18 14:31:27+00,0.227117358617553,500.551610071952
928,SYR1903,Jamesville Ave,Comstock,Pine Grove,1000,19,0,9,Excellent,17,2022/08/18 14:30:57+00,0.0749846705077462,165.2611442973
929,SYR1904,Jamesville Ave,Pine Grove,Tejah,1100,19,0,9,Excellent,17,2022/08/18 14:30:27+00,0.0665795065026137,146.730003001317
930,SYR1905,Jamesville Ave,Tejah,Ainsley,1200,19,0,8,Good,17,2022/08/18 14:16:21+00,0.186787652753089,411.711962820106
931,SYR1907,Janet Dr,Euclid,Hillcrest,100,17,32,8,Good,19,2022/08/17 14:53:47+00,0.148772629646834,328.298890476235
932,SYR1909,Jasper Pl.,Highland,Schneider,100,4,0,6,Fair,19,2022/07/19 19:38:44+00,0.0868650671571813,191.414404718099
933,SYR191,Barnes Ave.,Maurice,Marvin,100,13,27,7,Good,19,2022/07/27 15:38:17+00,0.0613033381582404,135.213529716333
934,SYR1910,Jasper St.,Highland,Beecher,100,4,25,5,Poor,19,2022/07/19 19:38:44+00,0.197824163504622,435.207954902713
935,SYR1911,Jasper St.,Beecher,Oak,200,4,25,5,Poor,19,2022/07/19 19:38:44+00,0.0880088628099697,193.654001582349
936,SYR1912,Jasper St.,Oak,dead end,300,4,25,4,Poor,19,2022/07/19 19:38:44+00,0.0701064772595253,154.233649043626
937,SYR1913,Jean St,Jamesville,dead end,100,14,26,7,Good,19,2022/08/18 14:15:50+00,0.12840868443027,282.281464419858
938,SYR1914,Jefferson St  E,Salina,Warren,100,9,48,9,Excellent,17,2022/11/10 19:53:28+00,0.0723769483832568,159.185585734698
939,SYR1915,Jefferson St  E,Warren,Montgomery,200,9,48,9,Excellent,17,2022/11/10 19:50:51+00,0.0773430028942446,170.108000112063
940,SYR1916,Jefferson St  E,Montgomery,State,300,15,48,9,Excellent,17,2022/11/10 19:52:24+00,0.0904177191866203,198.864825241791
941,SYR1917,Jefferson St  W,Salina,Clinton,100,9,36,10,Excellent,17,2022/11/10 15:43:50+00,0.112311141160053,247.179458668902
942,SYR1918,Jefferson St  W,Clinton,Franklin,200,9,36,0,Not Rated,17,2022/11/10 19:45:13+00,0.067989826963403,149.536890114407
943,SYR1919,Jefferson St  W,Franklin,Clinton(circle),300,9,36,10,Excellent,19,2022/11/10 15:43:50+00,0.18733725720051,412.480253723971
944,SYR192,Barnes Ave.,Marvin,Wente Terr.,200,13,27,6,Fair,19,2022/07/27 15:38:17+00,0.063929710291186,141.028374253817
945,SYR1920,Jerome St,Wescott,Roosevelt,100,17,27,8,Good,19,2022/08/24 14:37:53+00,0.0627822317287057,138.055125838203
946,SYR1921,Jerome St,Roosevelt,Miles,200,17,27,8,Good,19,2022/08/24 14:37:50+00,0.0618394043895891,135.983095092197
947,SYR1922,John St,Lodi,Park,100,3,34,7,Good,19,2022/08/17 15:36:16+00,0.232132543908105,512.102939802836
948,SYR1923,John St,Park,Carbon,200,3,34,5,Poor,19,2022/08/17 15:36:16+00,0.0882302955601887,194.638720841463
949,SYR1924,John St.,Carbon,Spring (brick),300,3,34,0,Not Rated,19,2022/10/28 18:52:42+00,0.059158017415718,130.515763608856
950,SYR1925,John St.,Spring,Gilbert,400,3,34,0,Not Rated,19,2022/10/28 18:52:43+00,0.0655812042796818,144.685514694216
951,SYR1926,John St.,Gilbert,First North,500,3,34,6,Fair,19,2022/08/17 15:36:16+00,0.0604330581077818,133.328027720575
952,SYR1927,John St.,First North,Griffiths,600,3,34,5,Poor,19,2022/08/17 15:36:16+00,0.065341144070004,144.162816372368
953,SYR1928,Josephine St.,Butternut,Ash,100,3,33,10,Excellent,19,2022/08/17 15:36:16+00,0.13330285697583,293.487825579483
954,SYR1929,Judson St,Greenwood,Beech,100,17,25,7,Good,19,2022/08/24 14:53:30+00,0.0891670322365544,196.146956775116
955,SYR193,Barnes Ave.,Wente Terr.,Valleyview,300,13,27,6,Fair,19,2022/07/27 15:38:17+00,0.068915183356157,152.014236215424
956,SYR1931,Juneway Rd,Winkworth,Westwood,100,11,20,6,Fair,19,2022/11/10 16:12:31+00,0.152107415209111,334.479794738914
957,SYR1932,Kandace St,W. Onondaga,Bellevue,100,11,24,8,Good,19,2022/07/14 19:27:17+00,0.0749289081024457,165.351562900483
958,SYR1933,Kane Rd,Willis,Emerson,100,7,24,7,Good,19,2022/07/14 16:15:58+00,0.0529112361998603,116.474126607079
959,SYR1934,Kappesser St,Griffiths,Williston,100,3,27,8,Good,19,2022/08/17 15:36:16+00,0.126823555879308,279.817561426486
960,SYR1935,Keen Pl,Onon. Crk. Blvd.,Valley Dr.,100,13,32,8,Good,19,2022/07/27 15:38:17+00,0.120612439958261,265.159595047795
961,SYR1936,Kellogg St,Slocum,Congress,100,10,25,9,Excellent,19,2022/08/08 16:41:28+00,0.119722308170678,263.767693475297
962,SYR1937,Kellogg St,Congress,Massena,200,10,25,9,Excellent,19,2022/08/08 16:41:58+00,0.166118031503542,365.972760654133
963,SYR1938,Kellogg St,Massena,Delaware,300,10,25,9,Excellent,19,2022/08/08 16:42:58+00,0.134968552908423,297.353043849697
964,SYR1939,Kenmore Ave,W. Newell,W. Ostrander,0,13,30,8,Good,19,2022/07/27 15:38:19+00,0.219172070543756,483.533552488457
965,SYR194,Barnes Ave.,Valleyview,St. Louis,400,13,27,6,Fair,19,2022/07/27 15:38:17+00,0.0666238615777962,146.931865575384
966,SYR1940,Kennedy St E,S. Salina,S. State,100,18,32,9,Excellent,19,2022/08/18 13:51:00+00,0.0998495562908386,219.64075389358
967,SYR1941,Kennedy St E,S. State,Oakwood,200,18,32,9,Excellent,19,2022/08/18 13:51:00+00,0.090504568278008,199.084591950335
968,SYR1942,Kennedy St E,Oakwood,Leon,300,18,32,9,Excellent,19,2022/08/18 13:51:30+00,0.0745523699670178,164.033927214511
969,SYR1943,"Kennedy St., W.",Salina,Landon,100,18,30,8,Good,19,2022/08/04 16:12:24+00,0.110447555576726,242.94741366782
970,SYR1944,"Kennedy St., W.",Landon,Midland,200,18,30,9,Excellent,19,2022/08/04 16:10:52+00,0.164455562755611,361.743683399624
971,SYR1945,"Kennedy St., W.",Midland,South,300,12,31,5,Poor,19,2022/08/04 16:09:20+00,0.280552863973358,617.101776313764
972,SYR1947,Kensington Pl,Kensington Rd.,Broad,100,16,28,5,Poor,19,2022/08/24 18:32:55+00,0.0877421348036139,193.620486271168
973,SYR1949,Kensington Pl,Andover,Meadowbrook,300,19,28,6,Fair,19,2022/08/24 18:31:56+00,0.130764269849041,288.541792340441
974,SYR195,Barnes Ave.,St. Louis,Camp,500,13,27,7,Good,19,2022/07/27 15:38:17+00,0.101106745912253,222.760928080161
975,SYR1950,Kensington Rd,Ackerman,Lancaster,100,16,24,9,Excellent,19,2022/08/24 15:51:42+00,0.0623016138041097,136.995585951627
976,SYR1951,Kensington Rd,Lancaster,Buckingham,200,16,24,5,Poor,19,2022/08/24 14:25:45+00,0.0901878103763157,198.315564129969
977,SYR1952,Kensington Rd,Buckingham,Kensington Pl.,300,16,24,6,Fair,19,2022/08/24 18:34:25+00,0.0691787709858427,152.321500666821
978,SYR1953,Kensington Rd,Kensington Pl.,Wescott,400,17,24,6,Fair,19,2022/11/10 18:38:49+00,0.0739915725750427,162.75620070817
979,SYR1954,Kensington Rd,Wescott,Roosevelt,500,17,24,4,Poor,19,2022/11/10 18:41:02+00,0.0620593326491817,136.461864244457
980,SYR1955,Kensington Rd,Roosevelt,Miles,600,17,24,6,Fair,19,2022/11/10 18:41:02+00,0.06231184849711,137.01896191493
981,SYR1956,Kenwick Dr,Grant Blvd.,Listman,100,3,25,6,Fair,19,2022/08/04 16:36:30+00,0.161000136292695,355.526915181893
982,SYR1957,Kenwick Dr,Listman,Bender,200,3,25,6,Fair,19,2022/08/04 16:36:30+00,0.118277693337309,261.194125996206
983,SYR1958,Kenwick Dr,Bender,city line,300,3,25,6,Fair,19,2022/08/04 16:36:30+00,0.184589143942304,407.638419052422
984,SYR1959,Kenwood Ave,Court,Cadillac,100,1,25,10,Excellent,19,2022/08/18 15:33:35+00,0.167027823122104,368.181576724816
985,SYR196,Barnes Ave.,Camp,Englewood,600,13,28,8,Good,19,2022/07/27 15:38:17+00,0.272151968917367,600.316387676411
986,SYR1960,Kenwood Ave,Cadillac,Ellen,200,1,25,10,Excellent,19,2022/08/18 15:33:35+00,0.0868163611205734,191.376978362052
987,SYR1961,Kenwood Ave,Ellen,Lemoyne,300,1,25,10,Excellent,19,2022/08/18 15:33:35+00,0.0681912847639045,150.32165462955
988,SYR1962,Kidd Ave,Peat,dead end,100,6,20,9,Excellent,19,2022/11/01 16:13:10+00,0.128742514334537,283.344586522639
